article_id,published_date,publisher,linked_ticker_count,linked_tickers,stratum,title,summary,classification_status,is_relevant,relevance_type,primary_company,primary_industry,event_type,target_company_sentiment,news_scope,expected_competitor_effect,materiality,confidence,reasoning_short,model,estimated_cost_usd,classified_at
f92dfa617051514b3b23f456e0098e2e6ef168d2c1f798009a7b5203f08f575b,2026-05-14,Yahoo,1,C,banks_finance__analyst_or_earnings,How The Investment Story For Optimum Communications (OPTU) Is Shifting As Expectations Reset,"Optimum Communications has seen its fair value trimmed to US$1.34 from US$1.64, as recent model updates filter through to a lower price target. That shift aligns with a more cautious analyst tone, with multiple firms cutting targets and resetting expectations around growth, margins, and the timeframe for any operational improvement to show up in results. As you read on, you will see what is driving this evolving narrative and how to track it over time. Stay updated as the Fair Value for...",success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,5.0,"This is a generic valuation/analyst commentary on Optimum Communications, not economically meaningful news about Citi or its sector.",gpt-5.4-mini,0.0,2026-06-21T21:20:22+00:00
02630296ca5613c5f933bd2266ba539900463e9928874a700ba1eff63ba98a6c,2025-10-15,Yahoo,1,JPM,banks_finance__firm_event,"Zacks Investment Ideas feature highlights: IBIT, MP, JPM, BE, NVTS, NVDA and RGTI","MP surges on rare-earth tensions as AI energy and quantum computing stocks like BE, NVTS, and RGTI lead the market rebound.",success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,4.0,This is a market roundup/investment ideas piece with only a passing mention of JPM and no company-specific economic news.,gpt-5.4-mini,0.0,2026-06-21T21:20:34+00:00
bf2392ed7e4c2db38483c73f843c198bf2f132436a29125e7f4ac078620d9c45,2025-11-08,Yahoo,1,C,banks_finance__firm_event,Bitcoin to $75K or $125K: This Is Where It Is Heading Next,"After a red-hot summer, it looks like “crypto winter” is here and Bitcoin (CRYPTO:BTC) is back in the headlines. The BTC price is moving fast, but not necessarily in a positive direction. This raises the question of whether it’s time to buy the Bitcoin dip or brace for lower prices. Since BTC recently touched $100,000, it’s ... Bitcoin to $75K or $125K: This Is Where It Is Heading Next",success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,5.0,This is a generic Bitcoin price outlook and investing commentary with no clear economically meaningful event for Citigroup or its peers.,gpt-5.4-mini,0.0,2026-06-21T21:20:34+00:00
7cacebc037a3fabe5c2675f0ed82df0ee1a53fd7769b6286c592a1c79f01b3a8,2025-12-02,CNBC,1,WFC,banks_finance__firm_event,"Dow rises as investors shake off weak jobs data, Microsoft decline: Live updates",Stocks ended higher across the board on Tuesday as several tech stocks and bitcoin gained.,success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,4.0,This is a broad market roundup with no meaningful information about WFC or its peers.,gpt-5.4-mini,0.0,2026-06-21T21:20:37+00:00
28b90e2ed77a875851915cdb62ffa748075909bde8f6985b8c5dac7fed4cea32,2026-02-26,CNBC,1,WFC,banks_finance__firm_event,"Trump accounts aren't exactly 'tax-free,' as the president said. Here's how they work","Trump accounts are an investment account for kids, but the funds aren't tax-free. Here's what families need to know.",success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,5.0,This is generic personal finance explainer content with no economically meaningful event for WFC or its peers.,gpt-5.4-mini,0.0,2026-06-21T21:20:43+00:00
30e580e26eca42f6853b848221e40a3487f27a8fd7b6100b9c15e05b6c0e268e,2025-07-18,Yahoo,2,C;JPM,banks_finance__macro_policy,The Worst Performer in Billionaires’ Portfolios? Trophy Art.,Sales of $10 million-plus paintings have collapsed as high interest rates have flushed speculators out of the market.,success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,5.0,"This is a generic article about the art market and high interest rates, with no meaningful link to the linked banks.",gpt-5.4-mini,0.0,2026-06-21T21:21:00+00:00
a7d01e5241a200c29ac2f1f6d20fd7cad7101f2e15bdc48fe0615e9572683226,2025-07-21,Yahoo,1,WFC,banks_finance__market_roundup_or_advice,Wells Fargo Just Unlocked a $4.8 Billion Credit Goldmine--And Almost No One's Watching,Big banks and private lenders are teaming up to target a hidden market Wall Street's been ignoring for years.,success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,4.0,"This is a generic market-style article about lending opportunities, not a specific economically meaningful event for Wells Fargo.",gpt-5.4-mini,0.0,2026-06-21T21:21:17+00:00
0da4e721a5ab7fd68bab76c67cf56ad29ff2382b5263e10186d14acd22199766,2025-08-13,Yahoo,1,WFC,banks_finance__market_roundup_or_advice,"Wells Fargo Edges Up Nutrien (NYSE:NTR) Price Target, Keeps Cautious Stance Amid Fertilizer Market Recovery","Nutrien Ltd. (NYSE:NTR) is one of the best commodity stocks to buy. On July 17, 2025, Wells Fargo reiterated its Equal Weight rating on the company while nudging its price target from $59 to $62. Though the rating remained unchanged, the upward revision suggests a slight improvement in Wells Fargo’s view of Nutrien’s near-term prospects. […]",success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,5.0,"This is a generic market/advice piece about Nutrien and Wells Fargo, not economically meaningful news for the linked bank.",gpt-5.4-mini,0.0,2026-06-21T21:21:17+00:00
7376386b34c29f2a5b02863c788796b452f1eead55f9fe3240bdbef6a77cfcd4,2025-09-12,Yahoo,1,BAC,banks_finance__market_roundup_or_advice,"Exchange-Traded Funds Higher, Equity Futures Mixed Ahead of September Consumer Sentiment Report",The broad market exchange-traded fund SPDR S&P 500 ETF Trust (SPY) was up 0.1% and the actively trad,success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,4.0,This is a generic market roundup and ETF/futures update with no meaningful BAC-specific or banking-sector event.,gpt-5.4-mini,0.0,2026-06-21T21:21:18+00:00
7d8e713e9a4ca507485ebdb387c3a032d8c2f9f34b09fa3c42e17967987014cb,2025-10-26,Yahoo,1,BAC,banks_finance__market_roundup_or_advice,BofA Lifts PepGen (PEPG) PT to $3 on Positive DM1 Data Despite Underperform Rating,"PepGen Inc. (NASDAQ:PEPG) is one of the hot stocks to buy with huge upside potential. On October 9, BofA raised the firm’s price target on PepGen to $3 from $1 and maintained an Underperform rating on the shares. This sentiment came out as the firm updated its financial model to assign a standalone value to […]",success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,5.0,"This is a stock-picking article about PepGen and BofA’s rating, not economically meaningful news about the linked bank or its sector.",gpt-5.4-mini,0.0,2026-06-21T21:21:21+00:00
14b161678ac30fa95d052002c1d8fa925df22d9461bcba0269aa38059fbd0bd1,2025-12-05,Yahoo,3,BAC;C;WFC,banks_finance__market_roundup_or_advice,Will 2026 be a Great Year for Banks? ETFs in Focus,"Could 2026 be a great year for banks as rates stabilize, credit demand rises and earnings surge? Bank ETFs like IYG, IYF, KBWB, XLF and VFH may benefit.",success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,5.0,"This is generic ETF/investing commentary about banks, not a specific economically meaningful company event.",gpt-5.4-mini,0.0,2026-06-21T21:21:33+00:00
ee3060f8a1ccd514eb6ba93930ec7f3cb4ffa0702962f066116f49700e41f5bc,2025-12-17,CNBC,1,JPM,banks_finance__market_roundup_or_advice,Billionaire fund manager Ron Baron praises beaten-up financial stock whose new CEO he compares to Jamie Dimon,"Billionaire investor Ron Baron believes many high-quality stocks are being overlooked in a tech-obsessed market, including two financial companies he is buying.",success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,4.0,"This is an investing opinion/stock-picking piece, not economically meaningful news about JPM or its industry.",gpt-5.4-mini,0.0,2026-06-21T21:30:37+00:00
a2aa0bb15b010afce169ec3a65591b9a58885d6b146f6fdf086cda8a04e36611,2025-12-21,Yahoo,1,BAC,banks_finance__market_roundup_or_advice,BofA Reduces PT on Marvell Technology (MRVL) Stock,"Marvell Technology, Inc. (NASDAQ:MRVL) is one of the Best Stocks to Invest in for the Next 3 Years. On December 16, BofA analyst Vivek Arya reduced the price target on the company’s stock to $95 from $105, while keeping a “Neutral” rating on the company’s stock, as reported by The Fly. According to the analyst, the firm […]",success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,5.0,"This is a stock-picking roundup about Marvell and a BofA price target change, not meaningful news about the linked bank or its sector.",gpt-5.4-mini,0.0,2026-06-21T21:21:28+00:00
20d042b2a6e6882f63696143f88cfea858ce4b18295e89c5b5fada27b9d402fb,2026-01-14,Yahoo,1,WFC,banks_finance__market_roundup_or_advice,Microsoft (MSFT) Announces Agentic AI Solutions Focused on Bringing Intelligent Automation to Retail Business,"Microsoft Corporation (NASDAQ:MSFT) is one of the Best Fundamental Stocks to Buy According to Analysts. On January 8, the company announced agentic AI solutions, which are designed to bring intelligent automation to the retail business. Microsoft Corporation (NASDAQ:MSFT) believes that such new capabilities are expected to help retailers move faster, serve shoppers with greater relevance, and […]",success,false,not_relevant,unclear,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,0.0,5.0,This is a generic Microsoft product announcement with no clear economic link to WFC or the banks sector.,gpt-5.4-mini,0.0,2026-06-21T21:21:27+00:00
