summary_type,stratum,publisher,linked_ticker_count,industry_bucket,article_type,ticker_count_bucket,article_count,share_within_group
component_counts,,,,big_tech_cloud,legal_regulatory,single_ticker,263,1.0
component_counts,,,,big_tech_cloud,macro_policy,multi_ticker,72,1.0
component_counts,,,,big_tech_cloud,macro_policy,single_ticker,328,1.0
component_counts,,,,big_tech_cloud,market_roundup,multi_ticker,62,1.0
component_counts,,,,big_tech_cloud,market_roundup,single_ticker,222,1.0
component_counts,,,,big_tech_cloud,other_unclear,multi_ticker,246,1.0
component_counts,,,,big_tech_cloud,other_unclear,single_ticker,64,1.0
component_counts,,,,big_tech_cloud,product_strategy,multi_ticker,246,1.0
component_counts,,,,big_tech_cloud,product_strategy,single_ticker,3620,1.0
component_counts,,,,macro_market,investment_advice_etf,multi_ticker,10,1.0
component_counts,,,,macro_market,macro_policy,multi_ticker,266,1.0
component_counts,,,,other_unclear,analyst_valuation,multi_ticker,69,1.0
component_counts,,,,other_unclear,earnings_guidance,multi_ticker,258,1.0
component_counts,,,,other_unclear,investment_advice_etf,multi_ticker,175,1.0
component_counts,,,,other_unclear,legal_regulatory,multi_ticker,26,1.0
component_counts,,,,other_unclear,market_roundup,multi_ticker,219,1.0
component_counts,,,,other_unclear,other_unclear,multi_ticker,571,1.0
component_counts,,,,other_unclear,product_strategy,multi_ticker,266,1.0
component_counts,,,,semiconductors_ai,analyst_valuation,multi_ticker,196,1.0
component_counts,,,,semiconductors_ai,analyst_valuation,single_ticker,581,1.0
component_counts,,,,semiconductors_ai,earnings_guidance,multi_ticker,497,1.0
component_counts,,,,semiconductors_ai,earnings_guidance,single_ticker,1296,1.0
component_counts,,,,semiconductors_ai,investment_advice_etf,multi_ticker,282,1.0
component_counts,,,,semiconductors_ai,investment_advice_etf,single_ticker,765,1.0
component_counts,,,,semiconductors_ai,legal_regulatory,multi_ticker,34,1.0
component_counts,,,,semiconductors_ai,legal_regulatory,single_ticker,131,1.0
component_counts,,,,semiconductors_ai,macro_policy,multi_ticker,189,1.0
component_counts,,,,semiconductors_ai,macro_policy,single_ticker,485,1.0
component_counts,,,,semiconductors_ai,market_roundup,multi_ticker,225,1.0
component_counts,,,,semiconductors_ai,market_roundup,single_ticker,443,1.0
component_counts,,,,semiconductors_ai,other_unclear,multi_ticker,233,1.0
component_counts,,,,semiconductors_ai,other_unclear,single_ticker,103,1.0
component_counts,,,,semiconductors_ai,product_strategy,multi_ticker,1471,1.0
component_counts,,,,semiconductors_ai,product_strategy,single_ticker,3488,1.0
linked_ticker_count_distribution,airlines_travel__analyst_or_earnings,,1,,,,1242,0.8454731109598366
linked_ticker_count_distribution,airlines_travel__analyst_or_earnings,,2,,,,126,0.08577263444520082
linked_ticker_count_distribution,airlines_travel__analyst_or_earnings,,3,,,,57,0.03880190605854323
linked_ticker_count_distribution,airlines_travel__analyst_or_earnings,,4,,,,44,0.029952348536419333
linked_ticker_count_distribution,airlines_travel__firm_event,,1,,,,1474,0.9293820933165196
linked_ticker_count_distribution,airlines_travel__firm_event,,2,,,,70,0.044136191677175286
linked_ticker_count_distribution,airlines_travel__firm_event,,3,,,,35,0.022068095838587643
linked_ticker_count_distribution,airlines_travel__firm_event,,4,,,,6,0.0037831021437578815
linked_ticker_count_distribution,airlines_travel__firm_event,,5,,,,1,0.0006305170239596469
linked_ticker_count_distribution,airlines_travel__macro_policy,,1,,,,401,0.7398523985239852
linked_ticker_count_distribution,airlines_travel__macro_policy,,2,,,,71,0.13099630996309963
linked_ticker_count_distribution,airlines_travel__macro_policy,,3,,,,43,0.07933579335793357
linked_ticker_count_distribution,airlines_travel__macro_policy,,4,,,,26,0.04797047970479705
linked_ticker_count_distribution,airlines_travel__macro_policy,,6,,,,1,0.0018450184501845018
linked_ticker_count_distribution,airlines_travel__market_roundup_or_advice,,1,,,,335,0.8292079207920792
linked_ticker_count_distribution,airlines_travel__market_roundup_or_advice,,2,,,,33,0.08168316831683169
linked_ticker_count_distribution,airlines_travel__market_roundup_or_advice,,3,,,,25,0.06188118811881188
linked_ticker_count_distribution,airlines_travel__market_roundup_or_advice,,4,,,,10,0.024752475247524754
linked_ticker_count_distribution,airlines_travel__market_roundup_or_advice,,5,,,,1,0.0024752475247524753
linked_ticker_count_distribution,airlines_travel__other_unclear,,2,,,,170,0.3346456692913386
linked_ticker_count_distribution,airlines_travel__other_unclear,,1,,,,168,0.33070866141732286
linked_ticker_count_distribution,airlines_travel__other_unclear,,3,,,,104,0.2047244094488189
linked_ticker_count_distribution,airlines_travel__other_unclear,,4,,,,62,0.1220472440944882
linked_ticker_count_distribution,airlines_travel__other_unclear,,5,,,,4,0.007874015748031496
linked_ticker_count_distribution,autos_ev__analyst_or_earnings,,1,,,,1195,0.8984962406015038
linked_ticker_count_distribution,autos_ev__analyst_or_earnings,,2,,,,116,0.08721804511278196
linked_ticker_count_distribution,autos_ev__analyst_or_earnings,,3,,,,15,0.011278195488721804
linked_ticker_count_distribution,autos_ev__analyst_or_earnings,,4,,,,4,0.0030075187969924814
linked_ticker_count_distribution,autos_ev__firm_event,,1,,,,3470,0.9559228650137741
linked_ticker_count_distribution,autos_ev__firm_event,,2,,,,133,0.03663911845730027
linked_ticker_count_distribution,autos_ev__firm_event,,3,,,,26,0.007162534435261708
linked_ticker_count_distribution,autos_ev__firm_event,,4,,,,1,0.0002754820936639118
linked_ticker_count_distribution,autos_ev__macro_policy,,1,,,,609,0.8274456521739131
linked_ticker_count_distribution,autos_ev__macro_policy,,2,,,,120,0.16304347826086957
linked_ticker_count_distribution,autos_ev__macro_policy,,3,,,,7,0.009510869565217392
linked_ticker_count_distribution,autos_ev__market_roundup_or_advice,,1,,,,568,0.9073482428115016
linked_ticker_count_distribution,autos_ev__market_roundup_or_advice,,2,,,,51,0.08146964856230032
linked_ticker_count_distribution,autos_ev__market_roundup_or_advice,,3,,,,5,0.007987220447284345
linked_ticker_count_distribution,autos_ev__market_roundup_or_advice,,4,,,,1,0.001597444089456869
linked_ticker_count_distribution,autos_ev__market_roundup_or_advice,,5,,,,1,0.001597444089456869
linked_ticker_count_distribution,autos_ev__other_unclear,,2,,,,293,0.5559772296015181
linked_ticker_count_distribution,autos_ev__other_unclear,,1,,,,192,0.36432637571157495
linked_ticker_count_distribution,autos_ev__other_unclear,,3,,,,36,0.0683111954459203
linked_ticker_count_distribution,autos_ev__other_unclear,,4,,,,6,0.011385199240986717
linked_ticker_count_distribution,banks_finance__analyst_or_earnings,,1,,,,1750,0.8603736479842674
linked_ticker_count_distribution,banks_finance__analyst_or_earnings,,2,,,,160,0.07866273352999016
linked_ticker_count_distribution,banks_finance__analyst_or_earnings,,3,,,,98,0.048180924287118974
linked_ticker_count_distribution,banks_finance__analyst_or_earnings,,4,,,,22,0.010816125860373648
linked_ticker_count_distribution,banks_finance__analyst_or_earnings,,5,,,,2,0.0009832841691248771
linked_ticker_count_distribution,banks_finance__analyst_or_earnings,,6,,,,1,0.0004916420845624386
linked_ticker_count_distribution,banks_finance__analyst_or_earnings,,7,,,,1,0.0004916420845624386
linked_ticker_count_distribution,banks_finance__firm_event,,1,,,,2700,0.9510390982740402
linked_ticker_count_distribution,banks_finance__firm_event,,2,,,,92,0.03240577668193026
linked_ticker_count_distribution,banks_finance__firm_event,,3,,,,36,0.012680521310320535
linked_ticker_count_distribution,banks_finance__firm_event,,4,,,,10,0.003522367030644593
linked_ticker_count_distribution,banks_finance__firm_event,,5,,,,1,0.0003522367030644593
linked_ticker_count_distribution,banks_finance__macro_policy,,1,,,,722,0.7624076029567054
linked_ticker_count_distribution,banks_finance__macro_policy,,2,,,,121,0.12777191129883844
linked_ticker_count_distribution,banks_finance__macro_policy,,3,,,,75,0.0791974656810982
linked_ticker_count_distribution,banks_finance__macro_policy,,4,,,,26,0.027455121436114043
linked_ticker_count_distribution,banks_finance__macro_policy,,6,,,,2,0.0021119324181626186
linked_ticker_count_distribution,banks_finance__macro_policy,,5,,,,1,0.0010559662090813093
linked_ticker_count_distribution,banks_finance__market_roundup_or_advice,,1,,,,1056,0.8599348534201955
linked_ticker_count_distribution,banks_finance__market_roundup_or_advice,,2,,,,110,0.08957654723127036
linked_ticker_count_distribution,banks_finance__market_roundup_or_advice,,3,,,,37,0.03013029315960912
linked_ticker_count_distribution,banks_finance__market_roundup_or_advice,,4,,,,23,0.018729641693811076
linked_ticker_count_distribution,banks_finance__market_roundup_or_advice,,5,,,,2,0.0016286644951140066
linked_ticker_count_distribution,banks_finance__other_unclear,,2,,,,186,0.44711538461538464
linked_ticker_count_distribution,banks_finance__other_unclear,,1,,,,140,0.33653846153846156
linked_ticker_count_distribution,banks_finance__other_unclear,,3,,,,77,0.18509615384615385
linked_ticker_count_distribution,banks_finance__other_unclear,,4,,,,12,0.028846153846153848
linked_ticker_count_distribution,banks_finance__other_unclear,,5,,,,1,0.002403846153846154
linked_ticker_count_distribution,big_tech_cloud__analyst_or_earnings,,1,,,,1107,0.8614785992217899
linked_ticker_count_distribution,big_tech_cloud__analyst_or_earnings,,2,,,,108,0.0840466926070039
linked_ticker_count_distribution,big_tech_cloud__analyst_or_earnings,,3,,,,49,0.03813229571984436
linked_ticker_count_distribution,big_tech_cloud__analyst_or_earnings,,4,,,,13,0.010116731517509728
linked_ticker_count_distribution,big_tech_cloud__analyst_or_earnings,,5,,,,8,0.0062256809338521405
linked_ticker_count_distribution,big_tech_cloud__firm_event,,1,,,,3883,0.9298371647509579
linked_ticker_count_distribution,big_tech_cloud__firm_event,,2,,,,190,0.04549808429118774
linked_ticker_count_distribution,big_tech_cloud__firm_event,,3,,,,78,0.01867816091954023
linked_ticker_count_distribution,big_tech_cloud__firm_event,,4,,,,21,0.005028735632183908
linked_ticker_count_distribution,big_tech_cloud__firm_event,,5,,,,3,0.0007183908045977011
linked_ticker_count_distribution,big_tech_cloud__firm_event,,8,,,,1,0.00023946360153256704
linked_ticker_count_distribution,big_tech_cloud__macro_policy,,1,,,,328,0.82
linked_ticker_count_distribution,big_tech_cloud__macro_policy,,2,,,,49,0.1225
linked_ticker_count_distribution,big_tech_cloud__macro_policy,,3,,,,15,0.0375
linked_ticker_count_distribution,big_tech_cloud__macro_policy,,5,,,,5,0.0125
linked_ticker_count_distribution,big_tech_cloud__macro_policy,,4,,,,3,0.0075
linked_ticker_count_distribution,big_tech_cloud__market_roundup_or_advice,,1,,,,722,0.840512223515716
linked_ticker_count_distribution,big_tech_cloud__market_roundup_or_advice,,2,,,,85,0.0989522700814901
linked_ticker_count_distribution,big_tech_cloud__market_roundup_or_advice,,3,,,,29,0.033760186263096625
linked_ticker_count_distribution,big_tech_cloud__market_roundup_or_advice,,4,,,,17,0.01979045401629802
linked_ticker_count_distribution,big_tech_cloud__market_roundup_or_advice,,5,,,,6,0.006984866123399301
linked_ticker_count_distribution,other_unclear__market_roundup_or_advice,,2,,,,160,0.40609137055837563
linked_ticker_count_distribution,other_unclear__market_roundup_or_advice,,3,,,,99,0.2512690355329949
linked_ticker_count_distribution,other_unclear__market_roundup_or_advice,,4,,,,52,0.1319796954314721
linked_ticker_count_distribution,other_unclear__market_roundup_or_advice,,5,,,,40,0.10152284263959391
linked_ticker_count_distribution,other_unclear__market_roundup_or_advice,,6,,,,23,0.0583756345177665
linked_ticker_count_distribution,other_unclear__market_roundup_or_advice,,7,,,,11,0.027918781725888325
linked_ticker_count_distribution,other_unclear__market_roundup_or_advice,,8,,,,6,0.015228426395939087
linked_ticker_count_distribution,other_unclear__market_roundup_or_advice,,10,,,,1,0.0025380710659898475
linked_ticker_count_distribution,other_unclear__market_roundup_or_advice,,12,,,,1,0.0025380710659898475
linked_ticker_count_distribution,other_unclear__market_roundup_or_advice,,13,,,,1,0.0025380710659898475
linked_ticker_count_distribution,other_unclear__other_unclear,,2,,,,1087,0.5146780303030303
linked_ticker_count_distribution,other_unclear__other_unclear,,3,,,,448,0.21212121212121213
linked_ticker_count_distribution,other_unclear__other_unclear,,4,,,,190,0.08996212121212122
linked_ticker_count_distribution,other_unclear__other_unclear,,1,,,,167,0.0790719696969697
linked_ticker_count_distribution,other_unclear__other_unclear,,5,,,,100,0.04734848484848485
linked_ticker_count_distribution,other_unclear__other_unclear,,6,,,,61,0.028882575757575756
linked_ticker_count_distribution,other_unclear__other_unclear,,7,,,,32,0.015151515151515152
linked_ticker_count_distribution,other_unclear__other_unclear,,8,,,,19,0.008996212121212122
linked_ticker_count_distribution,other_unclear__other_unclear,,9,,,,4,0.001893939393939394
linked_ticker_count_distribution,other_unclear__other_unclear,,10,,,,3,0.0014204545454545455
linked_ticker_count_distribution,other_unclear__other_unclear,,11,,,,1,0.0004734848484848485
linked_ticker_count_distribution,semiconductors_ai__analyst_or_earnings,,1,,,,1877,0.7303501945525291
linked_ticker_count_distribution,semiconductors_ai__analyst_or_earnings,,2,,,,451,0.17548638132295719
linked_ticker_count_distribution,semiconductors_ai__analyst_or_earnings,,3,,,,150,0.058365758754863814
linked_ticker_count_distribution,semiconductors_ai__analyst_or_earnings,,4,,,,47,0.018287937743190662
linked_ticker_count_distribution,semiconductors_ai__analyst_or_earnings,,5,,,,21,0.008171206225680934
linked_ticker_count_distribution,semiconductors_ai__analyst_or_earnings,,6,,,,15,0.005836575875486381
linked_ticker_count_distribution,semiconductors_ai__analyst_or_earnings,,7,,,,4,0.0015564202334630351
linked_ticker_count_distribution,semiconductors_ai__analyst_or_earnings,,8,,,,4,0.0015564202334630351
linked_ticker_count_distribution,semiconductors_ai__analyst_or_earnings,,9,,,,1,0.0003891050583657588
linked_ticker_count_distribution,semiconductors_ai__firm_event,,1,,,,3619,0.7062841530054644
linked_ticker_count_distribution,semiconductors_ai__firm_event,,2,,,,938,0.1830601092896175
linked_ticker_count_distribution,semiconductors_ai__firm_event,,3,,,,321,0.0626463700234192
linked_ticker_count_distribution,semiconductors_ai__firm_event,,4,,,,152,0.02966432474629196
linked_ticker_count_distribution,semiconductors_ai__firm_event,,5,,,,52,0.01014832162373146
linked_ticker_count_distribution,semiconductors_ai__firm_event,,6,,,,25,0.004879000780640125
linked_ticker_count_distribution,semiconductors_ai__firm_event,,7,,,,8,0.00156128024980484
linked_ticker_count_distribution,semiconductors_ai__firm_event,,8,,,,5,0.000975800156128025
linked_ticker_count_distribution,semiconductors_ai__firm_event,,10,,,,3,0.000585480093676815
linked_ticker_count_distribution,semiconductors_ai__firm_event,,9,,,,1,0.000195160031225605
linked_ticker_count_distribution,semiconductors_ai__macro_policy,,1,,,,485,0.7195845697329377
linked_ticker_count_distribution,semiconductors_ai__macro_policy,,2,,,,105,0.15578635014836795
linked_ticker_count_distribution,semiconductors_ai__macro_policy,,3,,,,42,0.06231454005934718
linked_ticker_count_distribution,semiconductors_ai__macro_policy,,4,,,,28,0.04154302670623145
linked_ticker_count_distribution,semiconductors_ai__macro_policy,,6,,,,5,0.00741839762611276
linked_ticker_count_distribution,semiconductors_ai__macro_policy,,5,,,,3,0.004451038575667656
linked_ticker_count_distribution,semiconductors_ai__macro_policy,,7,,,,3,0.004451038575667656
linked_ticker_count_distribution,semiconductors_ai__macro_policy,,8,,,,2,0.002967359050445104
linked_ticker_count_distribution,semiconductors_ai__macro_policy,,9,,,,1,0.001483679525222552
linked_ticker_count_distribution,semiconductors_ai__market_roundup_or_advice,,1,,,,1208,0.7043731778425656
linked_ticker_count_distribution,semiconductors_ai__market_roundup_or_advice,,2,,,,344,0.20058309037900873
linked_ticker_count_distribution,semiconductors_ai__market_roundup_or_advice,,3,,,,87,0.05072886297376093
linked_ticker_count_distribution,semiconductors_ai__market_roundup_or_advice,,4,,,,40,0.023323615160349854
linked_ticker_count_distribution,semiconductors_ai__market_roundup_or_advice,,5,,,,19,0.011078717201166181
linked_ticker_count_distribution,semiconductors_ai__market_roundup_or_advice,,6,,,,14,0.00816326530612245
linked_ticker_count_distribution,semiconductors_ai__market_roundup_or_advice,,7,,,,3,0.001749271137026239
publisher_counts,airlines_travel__analyst_or_earnings,Yahoo,,,,,1078,0.7338325391422736
publisher_counts,airlines_travel__analyst_or_earnings,Benzinga,,,,,202,0.13750850918992513
publisher_counts,airlines_travel__analyst_or_earnings,SeekingAlpha,,,,,59,0.04016337644656229
publisher_counts,airlines_travel__analyst_or_earnings,Finnhub,,,,,47,0.031994554118447927
publisher_counts,airlines_travel__analyst_or_earnings,CNBC,,,,,46,0.031313818924438394
publisher_counts,airlines_travel__analyst_or_earnings,MarketWatch,,,,,28,0.01906058543226685
publisher_counts,airlines_travel__analyst_or_earnings,DowJones,,,,,7,0.004765146358066712
publisher_counts,airlines_travel__analyst_or_earnings,ChartMill,,,,,2,0.0013614703880190605
publisher_counts,airlines_travel__firm_event,Yahoo,,,,,985,0.6210592686002522
publisher_counts,airlines_travel__firm_event,Benzinga,,,,,163,0.10277427490542244
publisher_counts,airlines_travel__firm_event,Finnhub,,,,,150,0.09457755359394704
publisher_counts,airlines_travel__firm_event,CNBC,,,,,140,0.08827238335435057
publisher_counts,airlines_travel__firm_event,MarketWatch,,,,,47,0.029634300126103404
publisher_counts,airlines_travel__firm_event,ChartMill,,,,,43,0.02711223203026482
publisher_counts,airlines_travel__firm_event,SeekingAlpha,,,,,43,0.02711223203026482
publisher_counts,airlines_travel__firm_event,DowJones,,,,,15,0.009457755359394703
publisher_counts,airlines_travel__macro_policy,Yahoo,,,,,409,0.7546125461254612
publisher_counts,airlines_travel__macro_policy,Benzinga,,,,,47,0.08671586715867159
publisher_counts,airlines_travel__macro_policy,CNBC,,,,,36,0.06642066420664207
publisher_counts,airlines_travel__macro_policy,SeekingAlpha,,,,,31,0.05719557195571956
publisher_counts,airlines_travel__macro_policy,ChartMill,,,,,6,0.01107011070110701
publisher_counts,airlines_travel__macro_policy,Finnhub,,,,,6,0.01107011070110701
publisher_counts,airlines_travel__macro_policy,MarketWatch,,,,,6,0.01107011070110701
publisher_counts,airlines_travel__macro_policy,DowJones,,,,,1,0.0018450184501845018
publisher_counts,airlines_travel__market_roundup_or_advice,Yahoo,,,,,281,0.6955445544554455
publisher_counts,airlines_travel__market_roundup_or_advice,Benzinga,,,,,45,0.11138613861386139
publisher_counts,airlines_travel__market_roundup_or_advice,SeekingAlpha,,,,,42,0.10396039603960396
publisher_counts,airlines_travel__market_roundup_or_advice,CNBC,,,,,21,0.05198019801980198
publisher_counts,airlines_travel__market_roundup_or_advice,MarketWatch,,,,,10,0.024752475247524754
publisher_counts,airlines_travel__market_roundup_or_advice,Finnhub,,,,,3,0.007425742574257425
publisher_counts,airlines_travel__market_roundup_or_advice,ChartMill,,,,,1,0.0024752475247524753
publisher_counts,airlines_travel__market_roundup_or_advice,DowJones,,,,,1,0.0024752475247524753
publisher_counts,airlines_travel__other_unclear,Yahoo,,,,,222,0.43700787401574803
publisher_counts,airlines_travel__other_unclear,CNBC,,,,,97,0.19094488188976377
publisher_counts,airlines_travel__other_unclear,MarketWatch,,,,,81,0.1594488188976378
publisher_counts,airlines_travel__other_unclear,Benzinga,,,,,79,0.15551181102362205
publisher_counts,airlines_travel__other_unclear,SeekingAlpha,,,,,10,0.01968503937007874
publisher_counts,airlines_travel__other_unclear,ChartMill,,,,,9,0.017716535433070866
publisher_counts,airlines_travel__other_unclear,Finnhub,,,,,7,0.013779527559055118
publisher_counts,airlines_travel__other_unclear,DowJones,,,,,3,0.005905511811023622
publisher_counts,autos_ev__analyst_or_earnings,Yahoo,,,,,987,0.7421052631578947
publisher_counts,autos_ev__analyst_or_earnings,Benzinga,,,,,172,0.1293233082706767
publisher_counts,autos_ev__analyst_or_earnings,SeekingAlpha,,,,,111,0.08345864661654136
publisher_counts,autos_ev__analyst_or_earnings,CNBC,,,,,18,0.013533834586466165
publisher_counts,autos_ev__analyst_or_earnings,Finnhub,,,,,16,0.012030075187969926
publisher_counts,autos_ev__analyst_or_earnings,MarketWatch,,,,,13,0.009774436090225564
publisher_counts,autos_ev__analyst_or_earnings,DowJones,,,,,10,0.007518796992481203
publisher_counts,autos_ev__analyst_or_earnings,ChartMill,,,,,3,0.002255639097744361
publisher_counts,autos_ev__firm_event,Yahoo,,,,,2705,0.7451790633608816
publisher_counts,autos_ev__firm_event,Benzinga,,,,,427,0.11763085399449036
publisher_counts,autos_ev__firm_event,CNBC,,,,,156,0.04297520661157025
publisher_counts,autos_ev__firm_event,SeekingAlpha,,,,,117,0.032231404958677684
publisher_counts,autos_ev__firm_event,Finnhub,,,,,85,0.023415977961432508
publisher_counts,autos_ev__firm_event,MarketWatch,,,,,71,0.01955922865013774
publisher_counts,autos_ev__firm_event,ChartMill,,,,,37,0.010192837465564738
publisher_counts,autos_ev__firm_event,DowJones,,,,,32,0.008815426997245178
publisher_counts,autos_ev__macro_policy,Yahoo,,,,,581,0.7894021739130435
publisher_counts,autos_ev__macro_policy,Benzinga,,,,,71,0.09646739130434782
publisher_counts,autos_ev__macro_policy,SeekingAlpha,,,,,33,0.04483695652173913
publisher_counts,autos_ev__macro_policy,CNBC,,,,,31,0.042119565217391304
publisher_counts,autos_ev__macro_policy,MarketWatch,,,,,7,0.009510869565217392
publisher_counts,autos_ev__macro_policy,Finnhub,,,,,6,0.008152173913043478
publisher_counts,autos_ev__macro_policy,DowJones,,,,,5,0.006793478260869565
publisher_counts,autos_ev__macro_policy,ChartMill,,,,,2,0.002717391304347826
publisher_counts,autos_ev__market_roundup_or_advice,Yahoo,,,,,507,0.8099041533546326
publisher_counts,autos_ev__market_roundup_or_advice,SeekingAlpha,,,,,50,0.07987220447284345
publisher_counts,autos_ev__market_roundup_or_advice,Benzinga,,,,,47,0.07507987220447285
publisher_counts,autos_ev__market_roundup_or_advice,CNBC,,,,,8,0.012779552715654952
publisher_counts,autos_ev__market_roundup_or_advice,DowJones,,,,,6,0.009584664536741214
publisher_counts,autos_ev__market_roundup_or_advice,MarketWatch,,,,,6,0.009584664536741214
publisher_counts,autos_ev__market_roundup_or_advice,ChartMill,,,,,1,0.001597444089456869
publisher_counts,autos_ev__market_roundup_or_advice,Finnhub,,,,,1,0.001597444089456869
publisher_counts,autos_ev__other_unclear,Yahoo,,,,,353,0.6698292220113852
publisher_counts,autos_ev__other_unclear,Benzinga,,,,,59,0.11195445920303605
publisher_counts,autos_ev__other_unclear,MarketWatch,,,,,54,0.10246679316888045
publisher_counts,autos_ev__other_unclear,CNBC,,,,,27,0.051233396584440226
publisher_counts,autos_ev__other_unclear,SeekingAlpha,,,,,25,0.04743833017077799
publisher_counts,autos_ev__other_unclear,DowJones,,,,,5,0.009487666034155597
publisher_counts,autos_ev__other_unclear,ChartMill,,,,,2,0.003795066413662239
publisher_counts,autos_ev__other_unclear,Finnhub,,,,,2,0.003795066413662239
publisher_counts,banks_finance__analyst_or_earnings,Yahoo,,,,,1620,0.7964601769911505
publisher_counts,banks_finance__analyst_or_earnings,SeekingAlpha,,,,,125,0.061455260570304815
publisher_counts,banks_finance__analyst_or_earnings,Benzinga,,,,,107,0.05260570304818092
publisher_counts,banks_finance__analyst_or_earnings,Finnhub,,,,,94,0.046214355948869225
publisher_counts,banks_finance__analyst_or_earnings,CNBC,,,,,43,0.021140609636184856
publisher_counts,banks_finance__analyst_or_earnings,MarketWatch,,,,,36,0.017699115044247787
publisher_counts,banks_finance__analyst_or_earnings,DowJones,,,,,7,0.00344149459193707
publisher_counts,banks_finance__analyst_or_earnings,ChartMill,,,,,2,0.0009832841691248771
publisher_counts,banks_finance__firm_event,Yahoo,,,,,2041,0.7189151109545615
publisher_counts,banks_finance__firm_event,CNBC,,,,,219,0.07713983797111659
publisher_counts,banks_finance__firm_event,Benzinga,,,,,204,0.0718562874251497
publisher_counts,banks_finance__firm_event,Finnhub,,,,,133,0.04684748150757309
publisher_counts,banks_finance__firm_event,SeekingAlpha,,,,,120,0.042268404367735116
publisher_counts,banks_finance__firm_event,MarketWatch,,,,,91,0.0320535399788658
publisher_counts,banks_finance__firm_event,DowJones,,,,,23,0.008101444170482565
